Gudian Etymological Work
Ἐτυμολογικὸν τὸ Γουδιανόν
by Gudian Etymological Work
eul_wid: xib-aa    eul_aid: xib

Period  Byzantine
Domain  Lexicography
Format  Collection

Text
----

α 1	Ἀάλιον · ἄπληκτον
κ 628	Κόνδυλοι παρὰ τὴν κάμψιν τῶν δακτύλων, οἱονεὶ κάνδυλοι ὄντες, περὶ αὐτοὺς γὰρ ἡ κάμψις τῶν δακτύλων ἐγένετο· ὁ κένδυλός τις ὢν, ὁ εἰς τὰ κενὰ δυόμενος τῶν ῥαπιζομένων· κενὰ δὲ σαρκῶν τὰ μέρη
μ 4	μάχη παρὰ τὸ κονῶ κόνις, κόνιος καὶ κονία, ὡς Κύπρος, Κύπριος, Κυπρία
κ 629	Κονίῃσι παρὰ τὸ κονῶ κονία, ὡς ταινία· ἡ διὰ τῆς σι ἐπέκτασις εἰ μὲν ἔχει δύο σς, ἑνὶ φωνήεντι παραλήγεται· οἷον, θήρεσσι, κύνεσσιν· εἰ δὲ δύο φωνήεντα ἑνὶ ς, ἀνθρώποισιν, Ἀχαιοῖσιν, ἐλάτῃσιν καὶ κονίῃσιν· ὁ κανὼν ἔστηκεν, εἰ μὴ μέτρον βιάσαιτο· σεσημείωται δύο λιμαῖσι τε καὶ ἀκτίσι
κ 630	Κονιορτὸς παρὰ τὸ ὄῤῥω, ὃ σημαίνει τὸ διεγείρω, ὁ μέλλων ὄρσω Αἰολικῶς, ῥηματικὸν ὄνομα ὀρτὸς, ὡς κείρω κορμός· καὶ ἐν συνθέσει μετὰ τοῦ κόνις κονιορτὸς, ὁ τὴν κόνιν ὀρούων καὶ ὁρμῶν
κ 631	Κόνις παρὰ τὸ καίνω τὸ κόπτω καὶ διφθείρω, ἡ εἰς μικρὰ κεκομμένη γῆ· δηλοῖ γὰρ τὴν εἰς λεπτομερῆ οὐσίαν χωρήσασαν γῆν, ἀπὸ μεταφορᾶς τῶν ξυσμάτων· ἢ παρὰ τὸ κνῶ κνίς· καὶ ἐπειδὴ οὐκ ἐδύνατο μονοσύλλαβον ὄνομα βραχυκαταλήγειν πλεονάζει τὸ ο, καὶ γίνεται κόνις
κ 632	Κονίζω τὸ ἀγονίζομαι, καὶ παρασκευάζομαι πρὸς τὸν πόλεμον, ἀπὸ τοῦ κόνις, οἱ γὰρ ἀρχαῖοι, ὅτε ἔμελλον ἀγωνίζεσθαι εἰς τὰς χεῖρας αὐτῶν πτύοντες κόνιν προσελάμβανον, διὰ τὸ ἰσχυρῶς κρατεῖν
κ 633	Κονίσσαλος ὁ κονιορτὸς, οἱονεὶ ἡ σαλευομένη κόνις· ἢ παρὰ τὸν κονίσω μέλλοντα γίνεται κονίσαλος ὁ κονιορτὸς, ὡς παρὰ τὸ ἵζω ἵζαλος· σημαίνει δὲ τὸ κονίσαλος καὶ κονιορτὸν καὶ αἰδοῖον
κ 634	Κονίη ὁ κονιορτὸς, τὸ νι ἰῶτα. ὥσπερ καὶ τὸ κάρδος γίνεται ἐκ τοῦ καίνω τὸ διαφθείρω, ἐξ οὗ καὶ μετὰ τὸ φαοὺς φάσφανος, ὁ τοῖς φαέσι καίνων ἤγουν διαφθείρων, καὶ συγκοπῇ κνῶ ῥῆμα εἰς μι κνῆμι, ὁ παρατατικὸς ἔκνην, τὸ τρίτον ἔκνη καὶ κνῆ, ἐπειδ’ αἴγειον κνῆ τυρόν· ἐκ τοῦ κνῶ οὖν γίνεται κνὶς, καὶ πλεονασμῷ τοῦ ο κόνις, ἡ εἰς μικρὸν κεκομμένη καὶ τετμημένη γῆ
κ 635	Κονοειδὲς σφαιροειδὲς, τὸ πλατέως εἰς ὀξὺ λῆγον ἐχόμενον· ὡς στρόβιτ
κ 636	Κόνειον διὰ τῆς ει διφθόγγου· πρῶτον ὅτι εἰσὶ προπαροξύτονα διὰ τοῦ ειον τρισύλλαβα, ἅτινα διὰ τῆς ει διφθόγγου γράφεται, οἷον, γένειον, βρένθειον, ἔστι δὲ εἶδος πολυτελοῦς μύρου, οὕτω καὶ κόνειον· δεύτερον δὲ, ὅτι ἀνεφάνη τὸ ε ἐν τῷ κονιάζομεν
κ 637	Κονδεῖτος παρὰ τὸ κινεῖν τὴν δεῖσαν
κ 638	Κοντὸς παρὰ τὸ κεντῶ, κεντὸς καὶ κοντὸς, ὡς τρέφω τροφός
κ 639	Κοντὸς τὸ κοντάριον· παρὰ τὸ εἰς κόνιν τιθέναι, ἤτοι εἰς γῆν
κ 640	Κόπερα Αἰολικῇ διαλέκτῳ κοπρία, κόπερα· ὡς Πρίαμος πέραμος, ἀλλότριος ἀλλότερος
κ 641	Κόπρος οἱονεὶ κόπος τις οὖσα· βαρεῖ γὰρ τὸ περισσὸν ἐγκείμενον, καὶ κόπρος· ἢ κόπρος χόπορός τις οὖσα, ἀπὸ τοῦ χεῖσθαι διὰ τοῦ πόρου, κατὰ συγκοπὴν καὶ τροπῇ τοῦ χ εἰς κ κόπρος· κόπρος κυρίως εἴρηται ἀπὸ τῶν κοπτόντων καὶ τὸ κομπάσαι
κ 642	Κόπρεια παρὰ τὸ τὸν κόπον ἡμῶν ἐκεῖσε ῥεῖν· πᾶς γὰρ μόχθος ἀνθρώπου ἐκ τοῦ στόματος αὐτοῦ
κ 643	Κόπανον ἐκ τοῦ κόπτω
κ 644	Κόπις ὁ ῥήτωρ· κοπεὶς δὲ ὁ φλύαρος καὶ λοίδορος
κ 645	Κόπις σύντομος, ὀξὺς τῷ λόγῳ, ἢ λάλος, ὅθεν καὶ ὁ δημοκόπος καὶ κόβαλος, καὶ κατεστωμυλημένος, κόβαλοι λέγονται· καὶ τὰς τῶν λόγων τέχνας κοπίδας ἐκάλουν· μὴ τὸν Πυθαγόραν εὕρομεν ὄντων ἀληθινῶν κο πίδων· Εὐριπίδης πρὶν ὁ ποικιλόφρων κόπις ἡδυλόγος δημοχαριστής
κ 646	Κόρη ἐπὶ τοῦ ὀφθαλμοῦ οἱονεὶ χορή τις οὖσα, ἀπὸ τοῦ δι’ αὐτῆς χεῖσθαι τὸ ὁρατικὸν πνεῦμα. κόρη δὲ ἡ πάρθενος ἡ ὑγροφυὴς καὶ τρυφερὰ ἀπὸ τοῦ κορεῖν τὸ καλλωπίζειν, ὃ καὶ ἐπὶ τοῦ ὀφθαλμοῦ εἴρηται· ἢ ἡ καθαρὰν καὶ ἄφθορον ἔχουσα τὴν ἡλικίαν· κορεῖν γὰρ τὸ καθαίρειν· ἔνθεν καὶ νεοκόρος· ἢ παρὰ τὸ κείρω, ἡ κειρομένη ἔτι νεάζουσα
κ 647	Κορθύεται κορυφοῦται, αὔξεται, ἀπὸ τοῦ κορύσσω, ἢ ἀπὸ τοῦ κόρυθος· ἔνιοι δὲ ἀπὸ τοῦ σωρεύεσθαι ἤκουσαν· κόρθυς γὰρ ἡ σωρός
κ 648	Κορυθάλη ἡ πρὸ τῶν θυρῶν δάφνη τιθεμένη, ὅτι οἱ κλάδοι οὓς κοροὺς καλοῦσι, θάλλουσι, ὡς ὁ Χρύσιππος, ἀλλὰ δάδας ἡμμένας μὴ δότω τις· ἔνθεν καὶ κοροὺς πλεκτοὺς ἀκραπνεῖς, μυῤῥίνας· οἱ γὰρ ποιηταὶ ἀνάπαλιν τοὺς κλάδους καὶ ὄζους καὶ ὄρπηκας λέγουσι· τινὲς δὲ ὅτι ἡβησάντων τῶν νέων καὶ θυγατέρων δάφνας προετίθουν ἐφηρίοις καὶ γάμοις
κ 649	Κορύβαντες δαίμονες, οἵτινες ἐπάχθησαν φυλάττειν τὸν Δῖα· παρὰ τὸ κρύβειν τὸν Δία, Κορύβαντες, κατὰ πλεονασμὸν τοῦ ο· ἢ οἱ τὴν κόρην καταβάντες ἀναγαγεῖν καὶ μὴ ὑποστρέφειν· Κορύβαντες, ὡς μυθεύεται, ὅτι κατέπινεν ὁ Κρόνος τὰ ἀπὸ τῆς Ῥέας τέκνα· οὕτω Δίδυμος ἐν ὑπομνήματι Μενάνδρου
κ 650	Κόρση ἡ κεφαλὴ, ὡς μὲν Ἀπολλώνιος δίδωσιν ἀπὸ τοῦ κορυφοῦσθαι· οἱ δὲ φασὶ παρὰ τὸ κείρεσθαι, ὅθεν κορσωτὴρ λέγεται, ὁ τὰς τρίχας κουρεύων, οἷον, ὡς δ’ ἐνὶ κορσωτῆρος ἀπότριχα καλλύνεις, καὶ κόρσαι αἱ τρίχες· Αἰσχύλος λευκὰς δὲ κόρσας τῇδε παντέλλειν νόσον
κ 651	Κορεσθῆναι ὅτι κουροτρόφον τὴν γῆν καλοῦσιν, καὶ τὸν ἐκ ταύτης καρπὸν τὴν κόρην, ὅθεν καὶ τὸ πληρωθῆναι τροφῆς κορεσθῆναι λέγουσιν· ἀπὸ τῆς κόρης, ἢν παρὰ Πλούτωνι κατὰ τὴν γῆν οὖσαν, καὶ ἐκείνου νομιζομένην γυναῖκα, ὅμως κόρην λέγουσι, διὰ τὴν τοῦ καρποῦ κατ’ ἐνιαυτὸν γινομένην γέννησιν. Φώτιος
κ 652	Κόρταφος τὸ ἐντελέστερον παρέλαβε· εἰ μὴ ἄρα πρὸς τὴν συνήθειαν παρὰ τὴν κόρσην εἶναι κόρταφος καὶ ἐν ὑπερβιβασμῷ κρόταφος· ἢ ὅτι τοῖς κόρσοις ἁφή ἐστι, παρὰ τὸ κόρση καὶ κρόσση, ἔστι κρόσας· κρόσας μὲν πυργόν· καὶ κρόσος οὕτως ἐτυμολογεῖται ἀπὸ τοῦ τέλους· φησὶ γὰρ ἡ κεφαλὴ τὸ τελευταῖον ὁ κρόσος καλεῖται
κ 653	Κορυθάϊξ ἀπὸ τοῦ ἀΐσσω ἀΐξω, καὶ τοῦ κόρυθος γίνεται κορυθάϊξ· τὰ δὲ εἰς ξ λήγοντα ἀποστρέφονται τὴν ει δίφθογγον, οἷον, πέρδιξ, τέττιξ
κ 654	Κορυθαίολος ἔστιν αἰόλλω τὸ δηλοῦν τὸ κινοῦν καὶ συνεχῶς στρέφειν· οἷον, ὣς δ’ ὅτε γαστέρ’ ἀνὴρ ἐμπλείην κνίσσης αἰόλλει· καὶ αἰόλαι ἐλαι, ὅπερ ἀπὸ τοῦ ἀέλλης γίνεται· ἢ ἀπὸ τοῦ ἄειν καὶ τοῦ εἰλεῖν, ἀφ’ οὗ ῥηματικὸν ὄνομα αἴολος, καὶ ἐν συνθέσει μετὰ τοῦ κόρυθος κορυθαίολος, ὡς πάλλω πάλος καὶ σακέσπαλος· κορυθαίολος οὖν, ὁ τὴν κόρυθα εὐκίνητον ἔχων, ἢ ποικίλην· ἐξ οὗ καὶ πολεμικήν
κ 655	Κόρυθος φάλον τὸ πρὸ μετωπίδα ἀνάστημα τῆς περικεφαλαίας· φάλον γὰρ τὸ λαμπρόν· ὅθεν καὶ φαλακρὸς, ὁ ἔχων φαλὸν τὸ κάρα
κ 656	Κορύνη ῥόπαλον, παρὰ τὸ κάρη, ὅπερ ἀπὸ τοῦ κάρηνον γέγονε, κατ’ ἀποκοπὴν καρήνη· καὶ τροπῇ τοῦ α εἰς ο κορύνη, τὸ παχεῖαν κεφαλὴν ἔχον ξύλον· ἢ κατὰ τὸ κάλον νεύουσα καρήνη καὶ κορύνη καὶ κορυνήτης
κ 657	Κόρυς ἡ περικεφαλαία, παρὰ τὸ κάρη κάρυς καὶ κόρυς· ἢ παρὰ τὸ κόρση γέγονε κόρυς· κόρση δὲ ἡ κεφαλή· καὶ τὸ κορσοῦσθαι ἐπὶ τοῦ κείρειν ἔλεγον οἱ Ἴωνες, καὶ κουρσωτῆρα τὸν κουρέα
κ 658	Κορυφὴ τὸ μέσον τῆς κεφαλῆς, ὅτι τῆς κάρας ἔστιν ὀροφή· τινὲς δὲ ἀπὸ τοῦ κεκρύφθαι αὐτὴν ὑπὸ τῶν τρίχων, κρύφή τις οὖσα· καὶ πλεονασμῷ τοῦ ο, κορυφή· ὁ δὲ Φιλόξενος ἐν τῷ περὶ διαλέκτων λέγει, ὅτι παρὰ τὸ κάρη γέγονε καρύπτω καὶ κρύπτω, μεταθέσει τοῦ α εἰς ο· ὡς παρὰ Θεοκρίτῳ· τὸν Λιβυκὸν κνάκωνα φυλάσσεο, μή τυ κορύψῃ· ἐκ τοῦ οὖν κορύπτω γέγονεν ὄνομα ῥηματικὸν κορυφή· ἰστέον δὲ ὅτι τὸ αὐτό ἐστι τὸ κορύσσω καὶ κορύπτω, ὅθεν Ὅμηρος εἰπὼν, πόντῳ καὶ τὰ πρῶτα κορύσσεται, ἐπήγαγε τὸ κυρτὸν ἐὸν κορυφοῦται, εἰς τὸ αὐτὸ καταστρέφοντος τοῦ ῥήματος· σημαίνει δὲ τὸ κορύσσω καὶ τὸ καθοπλίζω καὶ κατασκευάζω
κ 659	Κορώνη κορωνὶς, ἐπὶ τὸ αὐτὸ, οἷον, αἱ καμπυλοπρύμναι, σὺν νηυσὶ κορώνισι, παρὰ τὸ ἄνω ἐξηρημέναι εἶναι, διὰ τὸ εἰς ὕψος ἀνέχειν· καὶ κορώνη τὸ ὄρνεον, παρὰ τὸ καῦρον ὃ σημαίνει τὸ κακὸν· Ἀνακρέων κόρωνα βαίνων φησί· τίθεται δὲ ἡ λέξις ἐπὶ τοῦ ὀρνέου, καὶ ἐπὶ τοῦ ἐπικαμποῦς τόξου, καὶ τοῦ θύρας κρίκου
κ 660	Κορωνὸς ὁ γαῦρος καὶ ὑψαυχενῶν· παρὰ τὸ κάρη κατὰ μετάθεσιν τοῦ α εἰς ο· ἀρχίλαος· βοῦς δὲ ἡμῖν ἐργάτης ἐν οἰκίῃ κορωνὸς ἔργον ἴδρις
κ 661	Κοράλλιον διὰ τοῦ ι, καὶ ἴσως τὸ ἅλιον ἔγκειται, ἀπὸ τῆς θαλάσσης ταῖς κόραις κόσμιος, ἡ κοινὴ διὰ τοῦ ο, Ἀττικῶς δὲ διὰ τοῦ ἰῶτα
κ 662	Κόραξ ὅτι κόρος ἐστὶ τῇ χροιᾷ· κόρον δὲ τὸ μαῦρον εἴρηται, ἢ διὰ τὸ τῆς κοινῆς ῥέξαι· ἢ διὰ τὸ κόρας ξύειν πάντος ὀρνέου καὶ ἐσθίειν· ἢ διὰ τὸ πολλὰ ἐσθίειν
κ 663	Κοράλλιον λίθος παραθαλάσσιος ἐρυθρός
κ 664	Κορεῖν κοσμεῖν βίβλους ἢ σαίρειν
κ 665	Κορεσθῆναι φαγεῖν ὅσον χωρεῖ
κ 666	Κόρη παρὰ τὸ κόρον ἐμποιεῖν τῆ ἰδέᾳ· σημαίνει τὴν παρθένον, παρὰ τὸ κορῶ τὸ ἐπιμελοῦμαι· ἐξ οὗ καὶ νεωκόρος· ὁ τοῦ λαοῦ ἐπιμελούμενος. Σελευκός
κ 667	Κόρη κώλυσις τοῦ ῥεῖν ἤτοι πρὸ τοῦ τόκου, ἤγουν πρὸ τῶν αἱμάτων· κόρη δὲ ἡ τοῦ ὀφθαλμοῦ, ὡς ἐκ τοῦ κολλοῦ χέειν τὸ δάκρυον· λέγεται ἐκ τούτου κολλούριον τὸ κωλύον τὸ ῥέειν
κ 668	Κοριάξιος διὰ τὸ τὴν κόρην ἔχειν ὀξεῖαν· ἢ τὴν κεφαλήν
κ 669	Κοροπλάστης ὁ τὰ ζῴδια πλάσσων· οὐ γὰρ μόνον κούρους, ἢ ὁμοίως κόρας πλάσσει, ἀλλὰ πᾶν ζῶον
κ 670	Κόρος σίτος· ὁ κόρος εἴληπται ἐκ τῆς Ἑβραϊκῆς διαλέκτου, ὃς καλεῖται χώρ· εἰσὶ δὲ μόδιοι λ· χὼρ δὲ λέγεται ἀπὸ τῆς τοῦ βουνοῦ ὑποθέσεως· χωρία γὰρ καλεῖται τὰ βουνία· λέγονται βουνοὶ βασανισθέντες οἱ λ, μόδιοι, φοντ. ποιοῦσι καμήλου
κ 671	Κορύβαντες οἱ τὴν κόρην καταβάντες ἀναγαγεῖν καὶ μὴ ὑποστρέφειν
κ 672	Κορυθαίολος ἐκ τοῦ κόρυς κόρυθος, καὶ τοῦ αἰόλλω· εἰ γὰρ ἦν ἀπὸ τοῦ αἰολος ὀνόματος, ὤφειλε προπαροξύνεσθαι· κανὼν γάρ ἐστιν ὁ λέγων· τὰ εἰς ος ὑπὲρ δύο συλλαβὰς, πρὸ μιᾶς τὸν τόνον ἔχοντα. ἐν τῇ συνθέσει προπαροξύνεται· χωρὶς εἰ μὴ σύνθετον εἴη ἕνεκα ἐνεργείας παροξυνόμενον· οἷον, πλησίος παραπλήσιος, αἰόλος παναιόλος· τὸ γὰρ κορυθαιόλος οὐκ ἔχει τὸ ἐγκείμενον τὸ αἰόλον, ἀλλὰ τὸ αἰόλλω ῥῆμα, τὸ δηλοῦν τὸ κινῶ· γίνεται δὲ ἐκ τοῦ ἀέλλα, ἀέλλω καὶ πλεονασμῷ τοῦ ι, αἰόλλω, ἐξ οὗ καὶ αἴλουρος, παρὰ τὸ αἰόλλειν τὴν οὐρὰν, ὅ ἐστι κινεῖν
κ 673	Κόρυβος εὐηθὴς, μωρός τις μετρῶν τὰ κύματα
κ 674	Κορύνη βάκλον, ῥόπαλον· καὶ εἰς τὸ ἱπποκορυστής
κ 675	Κορυφαιότατος μείζων, ἐξωχότατος, ἐνδοξότατος
κ 676	Κορώνη παρὰ τὸ κρώζω κρώνη, καὶ πλεονασμῷ τοῦ ο κορώνη
κ 677	Κορωνίσι κεφαλαῖς, ὑποκοριστικὸν ἐκ τοῦ κορώνη κορωνίς, τοῦτο ἐκ τοῦ κάρα, δι’ ἧς ὑψοῦ ἀνέχη· καὶ κορώνη ἐκ τοῦ γαῦρον, ἐξ οὗ καὶ κορωνὸς ὁ γαῦρος
κ 678	Κόρυζα μυξῶν πλέον κατάῤῥους
κ 679	κόρη ἀπὸ τῆς θεραπείας, τὸ γὰρ κορεῖν τοιοῦτον· οἷον, δῶμα κορύσατε, τουτ’ἔστι καλύμματα· καὶ μυλωκόρον τὸ καθάριτον τὸν μύλωνα· οἱ δὲ οἰόμενοι τὸ σαρῶσαι σημαίνεσθαι διὰ τὸ κορίσαι ἀγνοοῦσι· νεωκόρος γέ τοι οὐκ ἔστιν ὁ σαρῶν τὸν νέω· ἀλλ’ ὁ ἐπιμελούμενος αὐτοῦ· αἵτε ἡλικίαι τῶν νέων πολλῆς ἐπιμελείας χρήζουσι· καὶ ἡ ἐν τοῖς ὀφθαλμοῖς κόρα, ἧς καὶ αὐτὴ ἡ φύσις πεφρόντικε, σάρκινά τε ἑαυτῇ περιθεῖσα βλέφαρα, καὶ ταῦτα ὀχυρώσασα θριξὶ, ταῖς λεγομέναις βλεφάρισι
κ 680	Κορώνη κόραξ, τὸ ἄκρον τοῦ τόξου, εἰς ὃ ἡ νεῦρα τίθεται, καὶ ὁ κρίκος τῆς θύρας καὶ τὸ ζῶον, καὶ ὄρνεον ἄλλο θαλάσσιον, ὃ καλεῖται αἰθρία, λάρος καὶ εἶδος στεφάνου
κ 681	Κόσμος παρὰ τὸ κοσμῶ, ὁ πάντα ἐν αὐτῷ ἔχων κεκοσμημένα καὶ διατεταγμένα· ἢ παρὰ τὸ κάζω κάσω κέκασμαι, κασμὸς ῥηματικὸν ὄνομα καὶ μεταθέσει τοῦ α εἰς ο καὶ ἐναλλαγῇ τοῦ τόνου, κόσμος, οὕτω Φιλόξενος
κ 682	Κοσμηθὲν ἀπὸ ποίου θέματος; ἀπὸ τοῦ κοσμῶ κοσμήσω κεκόσμηκα. κεκόσμημαι, ἐκοσμήθην. τὸ τρίτον τῶν πληθυντικῶν ἐκοσμήθησαν· εἶτα ἀφαιρέσει τοῦ ε κοσμήθησαν· συγκοπῇ λοιπὸν γίνεται κοσμήθησαν κοσμηθέν
κ 683	Κοσμήτορας ἡγεμόνας, διὰ τὸ κοσμεῖν τὸν λαὸν, τουτ’ἔστι καθοπλίζειν
κ 684	Κόσυμβος ἀναδεσμὸς κροσσώτ. χίτων
κ 685	Κοτταβίζω συνεπίνομέν τε καὶ συνεκοτταβίζομεν· καὶ τῶν κοτταβιῶν τὰ πολλὰ ἡμέτερα ἦν
κ 686	Κότος ἡ ὀργὴ, παρὰ τὸ κέω κῶ τὸ κεῖμαι, κέημι, ὁ παθητικὸς κέεμαι κεῖμαι, τὸ τρίτον κεῖται, ῥηματικὸν ὄνομα κότος, ἡ ἐναπομένουσα ὀργὴ κότος λέγεται
κ 687	Κοτέοντες ὀργιζόμενοι, μετοχή· τὸ ῥῆμα κοτῶ, ἐκ τοῦ κότος· τὸ κο μικρὸν διάτι; τὰ ἔχοντα τὸ ε ἐγκείμενον. ποίου εἴδους τῶν ὑποπεπτωκότων, εἰδικοῦ· τὸ γενικὸν θυμός. γίνεται δὲ τὸ κότος, παρὰ τὸ κῶ τὸ κοιμῶμαι· κέω κοὸς καὶ κότος, ἡ κοιμωμένη καὶ ἡσυχάζουσα ἐν τῇ ψυχῇ μῆνις
κ 688	Κότος θυμὸς, ἐπιτηρῶν καιρὸν εἰς τιμωρίαν· εἴρηται δὲ οὕτω παρὰ τὸ ἐνεκεῖσθαι. καί τι διαφέρουσιν ἀλλήλων ὀργὴ μῆνις, χόλος, κότος καὶ θυμὸς; διαφέρει δὲ ὀργὴ μὲν γὰρ ἡ ἐπ’ ὀλίγον χρόνον, ἀπὸ τοῦ ὀργᾷν· μῆνις δὲ ἡ μόνιμος ὀργὴ, ἀπὸ τοῦ μένειν· χόλος δὲ ἡ κίνησις τοῦ χόλου, καὶ ἐπ’ ὀλίγον χρόνον γενόμενον· κότος δὲ ἡ πολυχρόνιος μνησικακία, ἀπὸ τοῦ οἰκεῖσθαι· θυμὸς δὲ ξέσις τοῦ περικαρδίου αἵματος θερμοῦ, πρὸς ἀντιληπῆσαι ὁρῶσα, παρὰ τὸ θύειν, ὅ ἐστι μανικῶς ὁρμᾷν
κ 689	Κοτζὸς ὁ κεκομμένους τοὺς πόδας ἔχων, οἱονεὶ κότος
κ 690	Κοτύλη ὅπου ἐγκλίνεται ἡ κεφαλὴ τοῦ μηροῦς, περὶ τὴν κοιλότητα, τὴν ἐν αὐτῇ τῇ κοτύλῃ γινομένην· λέγεται καὶ κοτύλη τὸ κοῖλον τῆς χειρός· ὅθεν καὶ κοτυλήρυτον, τουτ’ἔστι τοσοῦτον τῷ πλήθει, ὥστε καὶ κοτύλην ἀρύεσθαι, παρὰ τὸ ἀρύω ἀρύσω, ἄρυτον καὶ ἐν συνθέσει κοτυλήρυτον, ὥστε ψιλωτέον τὸ ρ· λέγουσι κοτύλην καὶ εἶδος ποτηρίου καὶ εἶδος μέτρου· κυρίως δὲ τὸ ὁπωσοῦν μέτρον κοτύλην ἔλεγον οἱ ἀρχαῖοι· παρὰ τὴν κοιλότητα
κ 691	Κοτύλη κυρίως μέτρον, ἢ γλοῦτος, ἀπὸ τῆς κοιλότητος
κ 692	Κοτύλη ἥμισυ ξεστίου ἐστιν, ὅθεν οἱ πτωχοῦντες οἶνον ἔλαιον κοτυλισταὶ καλοῦνται· καλεῖται δὲ κοτύλη, ἀπὸ τοῦ ξέστην εἰς δύο κόπτεσθαι
κ 693	Κότινος ὁ στέφανος ὁ Ὀλυμπιακὸς, ὅτι πάλαι ἐφυλλοβόλουν τοὺς νικῶντας ἀπὸ τῶν παρακειμένων φύλλων, ἐπιῤῥίπτοντες ἃ δίστρωμνα αὐτοῖς πρὸς τὴν εὐνὴν ἔπιπτον· ὅθεν καὶ κότινον φησὶ καλεῖσθαι τὸν στέφανον τὸν Ὀλυμπιακόν· ἀπὸ τῆς κοίτης ἀρξαμένου στέφανον εἶναι τοῖς νενικηκόσι· σημαίνει καὶ ἀγριελαίαν
κ 694	Κουρὰ κείρω, κέκαρμαι, κορὰ καὶ κουρά
κ 695	Κουρίζω τὸ κεάζω καὶ ἀκμάζω· ἢ τὰ τῶν νεοτέρων φρονῶ· ἐξ οὗ καὶ κουρὸς ὁ νεώτερος
κ 696	Κοῦρβα διὰ τὸ εἰς κόραν βαίνειν
κ 697	Κούρη παρὰ τὸ ὠρῶ ῥῆμα, ὃ σημαίνει τὸ φυλάττω, γίνεται ὄνομα οὔρη καὶ κούρη· φυλακτικὴ γάρ· ἢ παρὰ τὸ κείρω τὸ κουρεύω, κόρη καὶ Ἰωνικῶς κούρη, κατὰ πλεονασμὸν τοῦ υ, ἡ κειρομένη ἔτι, ἦν νεάζουσα
κ 698	Κουροσύνα κοῦρος λέγεται παρὰ τοῖς Ἀθηναίοις ἡλικία τις ἐν ᾗ ποιοῦντες τραπέζας ἔταττον ἑαυτοὺς μετὰ τῶν νεωτέρων· λέγεται δὲ καὶ ὁ ξυρίζων αὐτοῦ τὸ γένειον
κ 699	Κούρους εἰς τὸ γέρων
κ 700	Κουράτωρ φύλαξ, ἐκ τοῦ κοῦρα· κουράτωρ δέ ἐστιν ὁ ἐπόπτης καὶ διοικητὴς τῶν τοῦ πουπίλλου πραγμάτων
κ 701	Κουλεὸς ἡ ξιφοθήκη· τὸ λε ψιλὸν διάτι; τὰ διὰ τοῦ εος ὀξύτονα μονογενῆ διὰ τοῦ ε ψιλοῦ γράφεται, οἷον, ἐλεὸς, σημαίνει δὲ τὸν ἐλεεινὸν· ἡ δ’ ἐλεεινὸν γναμπτῇσι πεπαρμένη ἀφ’ ὀνύχεσσι· γίνεται ἐκ τοῦ κοῖλον κοιλεὸς, καὶ τροπῇ τοῦ ι εἰς υ κουλεός· τὸ κοῖλον καὶ βαθύτατον
κ 702	Κουριδίης παρθενικῆς γυναικὸς, ὥσπερ ἐκ τοῦ μοίχου μοιχιδίη, οὕτω καὶ παρὰ τὸ κοῦρος κουριδίη
κ 703	Κουρῆτες οἱ μὲν ἀπὸ ὄρους τοπικοῦ, οἱ τὴν Πλευρῶνα πόλιν τῆς Αἰτωλίας κατοικοῦντες· οἱ δὲ ἀπὸ τῆς κουρᾶς, παρὰ τὸ μὴ κείρεσθαι. Κουρῆτες δὲ οἱ ἀκρανάνες, οἱ τὸν Διὰ τρέψαντες· κατ’ ἐπέκτασιν Κουρῆτες, προπερισπωμένως· ἐπὶ τοῦ ἔθνους· ἐπὶ δὲ τοῦ νέου προπαροξυτόνως
κ 704	Κόφινος παρὰ τὸ κόπον ἐπιέναι τοῖς βαστάζουσιν· ᾒ παρὰ τὸ κοῦφον, ὃ σημαίνει τὸ βαθύ
κ 705	Κοχλιάριον τὸ κοχλίον αἶρον· ἢ ὅτι τὰ κοχλάζοντα αἴρει
κ 706	Κοχλίδιον τὸ ὄστρεον, ὡς ἀπὸ τοῦ γονία γονίδιον, καὶ ἀπὸ τοῦ κοιλία κοιλίδιον
κ 707	Κοχλιάριον μέτρον ἐστιν ὑγροῦν, καὶ αὐτὸ παρ’ Ἑβραίοις ἐκφωνούμενον· τοῦτο τὸ μέτρον ἐστιν ἐν ταῖς χρονογραφίαις Εὐσεβίου καὶ τῶν ἄλλων χρονογράφων, δηλούμενον ὡς ἕκαστος τῶν τότε βασιλέων φιλοτιμίαν τῷ δήμῳ Ῥωμαίων πρὸς εὐφρασίαν ἐχαρίζοντο· ὃς ἑρμηνεύεται συνημμένον ἢ συνεστραμμένον· ἔχει δὲ ξέστας δύο
κ 708	Κουστωδία στρατιωτικὸν στίφος, ὃ βάνδον καλοῦσι Ῥωμαῖοι
κ 709	κόσσιον τὸ κρεμώμενον, ἢ τυχὴ καὶ ἀλυσείδιον
