Lexicon, Letter Ι
Σοῦδα, Στοιχεῖον Ι
by Suda
eul_wid: wus-ai    eul_aid: wus

Period  Byzantine
Domain  Grammar
Format  Collection

The iota section of the Suda (Σοῦδα, Στοιχεῖον Ι) spans 796 entries ranging from terse one-word glosses to extended biographical and mythographic notices. Short lexical entries such as Ἴχνος (path, step), Ἰχώρ (congealed blood), Ἴψ (worm), and Ἰξύν (the loins or spine) illustrate the letter's core glossographical function, while poetic citations embedded in entries like Ἰξύν preserve fragments of otherwise obscure verse.

Biographical and historical entries give the letter much of its scholarly interest. The notice on Ἰάδμων of Samos links to the story of Rhodopis and to the cross-reference at Αἴσωπος Σάμιος, tracing the social world of archaic Aegean slave-ownership. Ἰόβας records Juba II, king of Libya and Mauretania under Augustus, his triumphal humiliation at Rome, and his marriage to Cleopatra Selene, daughter of Cleopatra. Ἰοβάτης preserves the mythographic kernel of the Bellerophon cycle, naming the father of Stheneboea and the letter sent by Proetus.

The opening entries (Ἴα, Ἰαβώκ, Ἰαβίν, Ἰαζάρτης, Ἰαζύγων) reflect the Suda's habitual incorporation of Biblical proper names and ethnonyms alongside classical material, making this letter useful for studying both Byzantine lexicographic method and the transmission of Hellenistic and Roman-era historical data.

Text
----

ι 1	Ἴα: μία, ἢ φωνή, ἢ βία.
ι 438	Ἰουλιανός, ὁ ὕπατος, ὠνησάμενος τὴν βασιλείαν, ἐπεὶ παρῆλθεν εἰς τὴν ἀρχήν, εὐθέως τρυφαῖς καὶ κραιπάλαις ἐσχόλαζε, τῇ μὲν τῶν δημοσίων ἐπιμελείᾳ ῥᾳθύμως προσφερόμενος, ἐς δὲ τὸ ἁβροδίαιτον ἐπιδιδοὺς ἑαυτόν. εὑρίσκετο δὲ καὶ τοὺς στρατιώτας ψευσάμενος· οὔτε γὰρ οἴκοθεν ἦν αὐτῷ τοσαῦτα χρήματα, καὶ οἱ δημόσιοι θησαυροὶ ἐκεκένωντο ὑπὸ Κομόδου. ἐκ ταύτης τῆς αἰτίας οἵ τε στρατιῶται ἠγανάκτουν, καὶ ὁ δῆμος ἐν τῷ θεάτρῳ ἐν καταφρονήσει αὐτὸν ἐποίει.
ι 439	Ἰουλία Αὐγούστα, τοῦ Σεβήρου γαμετὴ τοῦ βασιλέως, ἣν ὁ Πλαυτιανὸς πολλὰ καὶ δεινὰ κακὰ εἰργάσατο· πάνυ γὰρ αὐτῇ ἤχθετο καὶ σφόδρα αὐτὴν πρὸς τὸν Σεβῆρον διέβαλλεν, ἐξετάσεις τε κατ’ αὐτῆς καὶ βασάνους κατ’ εὐγενῶν γυναικῶν ποιούμενος. καὶ ἡ μὲν αὐτή τε φιλοσοφεῖν διὰ ταῦτα ἤρξατο καὶ σοφισταῖς συνημέρευεν.
ι 440	Ἰούλιος: μήν. καὶ ὄνομα κύριον.
ι 441	Ἰουλόπεζα: ἡ ναῦς.
ι 442	Ἴουλος: ὁ ἐν ταῖς ἀμπέλοις σκώληξ· πολύπουν δέ τι ζῷον. καὶ τὸ ἐξάνθημα τὸ ἐπὶ τῶν γενείων, καὶ τὸ ἐπὶ ταῖς καρύαις ἄνθος, καὶ ᾠδῆς τι γένος ἴουλος, καὶ ὁ προσφιλὴς τῇ Ἀρτέμιδι. ἔνιοι δὲ καὶ τὸν ἐπὶ ταῖς ὑδρίαις γινόμενον πολύποδα καὶ συστρεφόμενον ἴουλον καλοῦσιν. ἐν Ἐπιγράμμασι· ὥριον ἀνθήσαντας ὑπὸ κροτά‐ φοισιν ἰούλους κειράμενος, γενύων ἄρσενος ἀγγελίας, Φοίβῳ θῆκε Λύκων πρῶτον γέρας.
ι 443	Ἴουλος: ἀπὸ τοῦ ὅλον εἶναι πυκνόν, καὶ συνεστράφθαι καὶ ἰέναι. λέγεται ἡ πρώτη ἐξάνθησις τοῦ γενείου.
ι 444	Ἰούνιος: ὄνομα. εἰς τὴν ἱππάδα τελῶν, διὰ τὸ καὶ φαγεῖν ζῶν, συνήθης ἦν τρισὶ πλουσίοις, κοιλιοδαίμων τε καὶ ταγηνοκνισοθή‐ ρας· βούλομαι γὰρ τὰ τῆς κωμῳδίας εἰς τοὺς τοιούτους εἰπεῖν, οὐδε‐ μιᾷ μὰ τὸν ἀπειροκαλίᾳ· ὃς ἔνεμε τὴν γαστέρα ταῖς τρισὶ τραπέζαις, καὶ τοσαύταις ἐπιπηδῶν τραπέζαις λύκου τινὸς δίκην ἢ ἰκτίνου ἢ ἁρπυίας, ἵνα τι καὶ παίσω.
ι 445	Ἰοῦσαν: πορευομένην.
ι 446	Ἰουστινιανός· οὗτος κτίσας τὴν ἁγίαν Σοφίαν ἐκάθηρε τὴν αὐλὴν καὶ ἐμαρμάρωσεν αὐτήν, τὸ πρὶν οὖσαν Αὐγουστεῖον, ὁ ἑρμη‐ νεύεται ὀψοπώλιον· καὶ ἔστησε τὴν ἑαυτοῦ εἰκόνα ἐπὶ κίονος ἔφιππον· καὶ τῇ μὲν ἀριστερᾷ χειρὶ φέρει σφαῖραν, ἐμπεπηγότος σταυροῦ ἐν αὐτῇ, ὑποσημαίνοντος, ὡς διὰ τῆς εἰς τὸν σταυρὸν πίστεως τῆς γῆς ἐγκρατὴς γέγονε· σφαῖρα μὲν γὰρ ἡ γῆ διὰ τὸ σφαιροειδὲς τοῦ αὐτῆς σχήματος, πίστις δὲ ὁ σταυρὸς διὰ τὸν ἐν αὐτῷ σαρκὶ προσηλωθέντα θεόν. τὴν δὲ δεξιὰν χεῖρα ἀνατεταμένην ἔχων κατὰ ἀνατολάς, στάσιν τῶν Περσῶν σημαίνων καὶ μὴ μεταβαίνειν ἐπὶ τῆς Ῥωμαϊκῆς γῆς, διὰ τῆς ἀνατάσεως καὶ ἀπώσεως τῶν χειρῶν βοῶν· στῆτε καὶ μὴ πρόσω χωρεῖτε· οὐ γὰρ συνοίσει ὑμῖν.
ι 447	Ἰουστινιανός, ὁ Ῥινότμητος, βασιλεὺς Ῥωμαίων, υἱὸς Κων‐ σταντίνου· ὃς πρὸς τοῖς ἄλλοις κακοῖς καὶ ἐς τὰς πολιτικὰς ἀρχὰς καθίστη ἄνδρας ἀπηνεῖς καὶ ὠμοτάτους, ὧν ἦν Στέφανος ὁ εὐνοῦχος, Πέρσης, ταμίας τῶν βασιλικῶν χρημάτων. καὶ πολλὰ τοὺς ὑπὸ χεῖρα αἰκιζόμενος ἄχρι καὶ εἰς τὴν μητέρα Ἰουστινιανοῦ τὴν τόλμαν ἐξήνεγκε, μάστιγας αὐτῇ ἐν σχήματι ὡς οἱ γραμματισταὶ τοὺς παῖδας ἐπιθέμε‐ νος. καὶ Θεόδοτόν τινα ἔγκλειστον γεγονότα κατὰ τὰ Θρᾳκῷα τοῦ στενοῦ τῶν δημοσίων λογιστήν, ὃν τὸ δημῶδες γενικὸν λογοθέτην, ἐποίησεν. ὃς ὑπερβολῇ ὠμότητος τὰ χρήματα ἔπραττε, μετεώροις σχοινίοις ἀναρτῶν καὶ περικαπνίζων ἀχύροις τοὺς περιφανεστάτους ἀπέκτεινε. καὶ Λεόντιον στρατηγὸν τῶν ἀνατολικῶν, καὶ Πατρίκιον Ἴσαυρον τρισὶν ἔτεσιν ὑποφρούριον ἐποίησεν Ἰουστινιανός, ὕστερον δὲ στρατηγὸν Ἑλλάδος ἀπέδειξεν. ὃν Παῦλος, τῆς Καλλιστράτου μονῆς μοναχός, ἀστρονόμος, καὶ Γρηγόριος Καππαδόκης, ἡγούμενος τῆς τοῦ Φλώρου μονῆς, προεμαντεύσαντο, καὶ ἐγκρατὴς τῆς βασιλείας ἐγένετο.
ι 448	Ἰουστῖνος, φιλόσοφος, καὶ τῷ σχήματι τῶν φιλοσόφων χρώ‐ μενος, ἀπὸ τῆς Νεαπολιτῶν ἐπαρχίας τῆς Παλαιστίνης, ἐκ πατρὸς Πρίσκου τοῦ Βακχίου. οὗτος ὑπὲρ τῆς θρησκείας τῶν Χριστιανῶν πάνυ ἐκοπίασεν, ὥστε καὶ Ἀντωνίνῳ, τῷ ἐπίκλην Πίῳ, καὶ τοῖς τού‐ του υἱέσι καὶ τῇ συγκλήτῳ Ῥωμαίων βίβλον κατὰ τῶν ἐθνῶν συντα‐ γεῖσαν ἐπιδοῦναι, τὸν ὀνειδισμὸν τοῦ σταυροῦ μὴ αἰσχυνόμενος. ἔγραψε καὶ ἑτέραν βίβλον, ἣν καὶ ἐπέδωκε τοῖς Ἀντωνίνου διαδόχοις, τουτέστι Μάρκῳ Ἀντωνίνῳ καὶ Λουκίῳ Αὐρηλίῳ Κομόδῳ. ἔστι καὶ ἄλλη αὐτοῦ βίβλος κατὰ τῶν ἐθνῶν, ἐν ᾗ περὶ τῆς φύσεως τῶν δαιμόνων δια‐ λέγεται· καὶ τετάρτη βίβλος ὁμοίως κατὰ τῶν ἐθνῶν, ἣν ἐπέγραψεν Ἔλεγχος· καὶ ἄλλην Περὶ τῆς τοῦ θεοῦ μοναρχίας. καὶ ἄλλην, ἣν ὠνόμασε ψάλτην, καὶ ἑτέραν Περὶ ψυχῆς· διάλογόν τε κατὰ τῶν Ἰουδαίων, ὃν ἐσχεδίασε κατὰ Τρύφωνος, ἀρχηγοῦ τῶν ἐν Ἐφέσῳ Ἰουδαίων. οὐ μὴν ἀλλὰ καὶ κατὰ Μαρκίωνος ἐπίσημα τεύχη ἐξέδωκε· καὶ ἄλλην βίβλον κατὰ πασῶν τῶν αἱρέσεων, ἧς μέμνηται ἐν τῷ Ἀπολογητικῷ, ὃ ἐπέδωκεν Ἀντωνίνῳ τῷ Πίῳ. οὗτος ἐν τῇ Ῥώμῃ ἔχων τὰς διατριβάς, εὐθύνων Κρίσκην τὸν Κυνικὸν τὸν κατὰ τῶν Χριστιανῶν βλασφημοῦντα καὶ καλῶν αὐτὸν λαίμαργον ἄσωτόν τε καὶ ἀκόλαστον καὶ τὸν θάνατον φοβούμενον, τέλος τῇ τούτου ἐνεργείᾳ καὶ ἐπιβουλῇ ὡς Χριστιανὸς ὑπὲρ Χριστοῦ ἔπαθεν.
ι 449	Ἰουστῖνος, ὁ βασιλεὺς Ῥωμαίων, ὀρθοδοξότατος. ἦν δὲ ἀμάθη‐ τος γραμμάτων ἁπάντων καὶ τὸ δὴ λεγόμενον ἀναλφάβητος. οὗτος κτίζει καὶ τὸν ἐν τῷ Παλατίῳ χρυσὸν τρίκλινον καὶ τὸν ἅγιον Παῦ‐ λον, τὸ ὀρφανοτροφεῖον. καὶ αὔθις· τὴν περὶ βασιλέως Ἰουστίνου κρατήσασαν δόξαν, ὥς ἐστι μάλα ἐμβριθής τε καὶ κατηκριβωμένος.
ι 450	Ἰοῦστος, Τιβερεύς, ἐπαρχίας Γαλιλαίας· ἐπεχείρησε μὲν καὶ αὐτὸς Ἰουδαϊκὴν ἱστορίαν συντάξαι καί τινα ὑπομνήματα περιγράφειν· ἀλλὰ τοῦτον Ἰώσηπος ἐλέγχει ψευσάμενον. καὶ γὰρ ἐν ἐκείνῳ τῷ καιρῷ συνέγραφεν ὅτε καὶ Ἰώσηπος.
ι 451	Ἰοφῶν, Ἀθηναῖος, τραγικός, υἱὸς Σοφοκλέους τοῦ τραγικοῦ γνήσιος ἀπὸ Νικοστράτης· γέγονε δὲ αὐτῷ καὶ νόθος υἱὸς Ἀρίστων ἀπὸ Θεοδωρίδος Σικυωνίας. δράματα δὲ Ἰοφῶν ἐδίδαξε νʹ· ὧν ἐστιν Ἀχιλλεύς, Τήλεφος, Ἀκταίων, Ἰλίου πέρσις, Δεξαμενός, Βάκχαι, Πενθεύς, καὶ ἄλλα τινὰ μετὰ τοῦ πατρὸς Σοφοκλέους.
ι 452	Ἰοχέαιρα: ἡ τοῖς ἰοῖς χαίρουσα, ὑποδεχομένη. ἐν Ἐπιγράμ‐ μασι· σοὶ μὲν καμπύλα τόξα καὶ ἰοχέαιρα φαρέτρα, δῶρα παρὰ Προ‐ μάχου, Φοῖβε, τάδε κρέμαται.
ι 453	Ἰώ: ὄνομα. Ἴναχος, Ἀργείων βασιλεύς, κτίζει πόλιν εἰς ὄνομα τῆς σελήνης Ἰοῦ· οὕτω γὰρ τὴν σελήνην ἐκάλουν Ἀργεῖοι. ἔσχε δὲ καὶ θυγατέρα Ἰώ, ἥντινα Πῆκος ὁ καὶ Ζεὺς ἥρπασε καὶ ἔσχε θυγα‐ τέρα ἐξ αὐτῆς Λιβύην. ἡ δὲ Ἰὼ λυπηθεῖσα ἐπὶ τῇ διαφθορᾷ ἔφυγεν εἰς τὸ Σίλπιον ὄρος κἀκεῖ τελευτᾷ. ὁ δὲ πατὴρ καὶ οἱ ἀδελφοὶ τοῦτο μαθόντες κτίζουσιν αὐτῇ ἱερὸν καὶ ἐκάλεσαν τὸν τόπον Ἰώπολιν καὶ ἔμειναν ἐκεῖ μέχρι τελευτῆς, ἐπιτελοῦντες τὴν μνήμην καὶ κρούοντες εἰς τὰς ἀλλήλων θύρας κατ’ ἔτος ἔλεγον, ἰώ, ἰώ.
ι 454	Ἰώ: σχετλιαστικόν. ἰὼ Νέμεσι, βαρύβρομοί τε βρονταί. καὶ αὖθις· ἰώ, ἰώ, τραυμάτων ἐπωδύνων.
ι 455	Ἰώ· Ἀριστοφάνης· ἰὼ μακάριαι χελῶναι τοῦ δέρματος, καὶ τρισμα‐ κάριαι τοὐπὶ ταῖς πλευραῖς, ὡς εὖ κατηρέψασθε καὶ νουβυστικῶς.
ι 456	Ἰὼ Πρασιαὶ τρισάθλιαι καὶ πεντάκις, καὶ πολλῷ δεκάκις ἀπο‐ λεῖσθε τήμερον. ἔστι δὲ πόλις Λακωνική.
ι 457	Ἰὼ σκότος, ἐμὸν φάος, Ἔρεβος ὦ φαεννότατον ἐμοί· ἕλεσθέ μ’, ἕλεσθέ μ’ οἰκήτορα, ἕλεσθέ μ’· οὔτε γὰρ θεῶν γένος οὔθ’ ἁμερίων ἔτ’ ἄξιος βλέπειν τίν’ εἰς ὄνησιν ἀνθρώπων: τουτέστιν οὔτε θεῶν οὔτ’ ἀνθρώπων γένος ὁρᾶν ἄξιός εἰμι εἰς ὠφέλειαν· ἄξιον τοίνυν ἐξιέναι τοῦ βίου. ἢ οὕτως· εἰς ὠφέλειαν οὐκ εἰσὶν οὔτε ἄνθρωποι οὔτε θεοί· τί οὖν ζῶ; ὡς ἂν εἴ τις θάνατον σωτηρίαν νομίσειεν.
ι 458	Ἰωάβ: ὄνομα κύριον.
ι 459	Ἰωακείμ: ὄνομα κύριον.
ι 460	Ἰωάθαμ: ὄνομα κύριον. ζήτει ἐν τῷ Ἀβιμέλεχ.
ι 461	Ἰωάννης: ὄνομα κύριον. ὅτι ὁ θεολόγος Ἰωάννης καὶ εὐαγγελιστὴς ἀπὸ τῆς ἐν Πάτμῳ ἐξορίας ἐπανελθὼν συντάττει τὸ εὐαγγέλιον ὢν ἐτῶν ρʹ, διαρκέσας ἕως ἄλλων ἐτῶν ρκʹ. ἐκεῖσε διάγων καὶ συγγράφεται τὴν θεολογίαν. δέχεται δὲ ὁ Χρυσόστομος καὶ τὰς ἐπιστολὰς αὐτοῦ τὰς τρεῖς καὶ τὴν ἀποκάλυψιν. ἔχει δὲ τίτλους δε‐ καοκτώ, κεφάλαια διακόσια τριάκοντα δύο.
ι 462	Ἰωαννίκιος: ὄνομα κύριον.
ι 463	Ἰωάννης, Ἀντιοχεύς, ὁ ἐπικληθεὶς Χρυσόστομος· πρεσβύτερος μὲν ἐν πρώτοις Ἀντιοχείας, Εὐσεβίου δὲ τοῦ Ἐμεσηνοῦ φιλοσόφου καὶ Διοδώρου ἀκόλουθος. οὗτος πολλὰ συγγράψαι λέγεται, ἀφ’ ὧν οἱ περὶ ἱερωσύνης ὑπερβάλλουσι λόγοι τῷ τε ὕψει καὶ φράσει καὶ τῇ λειότητι καὶ τῷ κάλλει τῶν ὀνομάτων. τούτοις ἐφάμιλλοι καὶ οἱ εἰς τοὺς ψαλμοὺς τοῦ Δαβὶδ λόγοι καὶ ἡ τοῦ κατὰ Ἰωάννην Εὐαγγελίου σημασία καὶ τὰ εἰς Ματθαῖον καὶ Μάρκον καὶ Λουκᾶν ὑπομνήματα. τὰ δὲ λοιπὰ αὐτοῦ συγγράμματα κρείττονα ἀριθμοῦ τυγχάνει· ἅπασαν γὰρ Ἰουδαϊκὴν γραφὴν καὶ Χριστιανικὴν ὑπεμνημάτισεν ὡς ἄλλος οὐδείς. τὰς τῶν μαρτύρων δὲ πανηγύρεις ἐπηύξησεν ἐν τῷ σχεδιάζειν ἀνεμποδίστως, καὶ τὴν γλῶσσαν αὐτοῦ καταρρεῖν ὑπὲρ τοὺς Νειλῴους καταρράκτας. οὐδεὶς οὖν τῶν ἀπ’ αἰῶνος τοιαύτην λόγου ηὐπόρησεν εὔροιαν, ἣν μόνος αὐτὸς ἐπλούτησε, καὶ μόνος ἀκιβδήλως τὸ χρυσοῦν τε καὶ θεῖον παρὰ πάντας ἐκληρονόμησεν ὄνομα. τῶν δὲ συγγραμμά‐ των αὐτοῦ καταλέγειν τὸν ἀριθμὸν οὐκ ἀνθρώπου, θεοῦ δὲ μᾶλλον τοῦ τὰ πάντα γινώσκοντος. οὗτος ὁ ἅγιος Ἰωάννης ὁ Χρυσόστο‐ μος ἀσκητὴς ἦν ἄκρως καὶ πολυάγρυπνος καὶ φιλήσυχος λίαν καὶ διὰ ζῆλον σωφροσύνης εὐπαρρησίαστος καὶ ἀκρόχολος· θυμῷ γὰρ μᾶλλον ἢ αἰδοῖ ἐχαρίζετο καὶ ἐλευθεροστομίᾳ πρὸς τοὺς ἐντυγχάνοντας ἀμέτρως ἐκέχρητο. καὶ ἐν μὲν τῷ διδάσκειν πολὺς ἦν πρὸς ὠφέλειαν, ἐν δὲ ταῖς συντυχίαις ἀλαζονικός τις καὶ ὑπερόπτης ἐνομίζετο τοῖς αὐτὸν ἀγνοοῦσι. διὸ καὶ ἐπὶ τὴν ἐπισκοπὴν προβληθεὶς μείζονι ὀφρύϊ κατὰ τῶν ὑπηκόων ἐκέχρητο πρὸς διόρθωσιν ἑκάστου καὶ σωτηρίαν καὶ τοὺς τρόπους καὶ τοὺς λόγους μεταλλάττων. οὐ τοίνυν εἰ μή τις εἴη κόλαξ, τοῦτον ἀλαζόνα εἶναι νομιστέον, οὐδ’ αὖ πάλιν, εἰ κόλαξ εἴη καὶ ἀγεννής, τοῦτον μετριόφρονα λεκτέον, ἀλλὰ τὸν ἐν τῇ προσηκούσῃ τάξει τῇ ἐλευθέροις πρεπούσῃ ἑαυτὸν φυλάττοντα· μεγαλόψυχον μὲν εἶναι προσήκει οὐχ ὑπερήφανον, ἀνδρεῖον οὐ θρασύν, ἐπιεικῆ οὐ δουλοπρεπῆ, μετριόφρονα οὐ ταπεινοφροσύνην ὑποκρινόμενον, ἐλευ‐ θέριον οὐκ ἀνδραποδώδη· ὡς καὶ αὐτὸς λέγει· διὰ τοῦτο ποικίλον εἶναι δεῖ τὸν ποιμένα καὶ διδάσκαλον. ποικίλον δὲ λέγω, οὐχ ὕπου‐ λον οὐδὲ κόλακα καὶ ὑβριστήν, ἀλλὰ πολλῆς ἐλευθερίας καὶ παρρησίας ἀνάμεστον, εἰδότα καὶ συγκατιέναι χρησίμως, ὅταν ἀπαιτῇ τοῦτο ἡ τῶν πραγμάτων ὑπόθεσις, καὶ χρηστὸν εἶναι ὁμοῦ καὶ αὐστηρόν. οὐ γὰρ ἑνὶ τρόπῳ χρῆσθαι τοῖς ἀρχομένοις ἅπασι δέον, ἐπεὶ μηδὲ ἰατρῶν παισὶν ἑνὶ μόνῳ φαρμάκῳ πᾶσι τοῖς κάμνουσι προσφέρεσθαι καλόν, μηδὲ κυβερνήτῃ μίαν ὁδὸν εἰδέναι τῆς πρὸς τὰ πνεύματα μάχης. ἐννόησον οὖν ὁποῖόν τινα εἶναι χρὴ τὸν μέλλοντα πρὸς χειμῶνα τοσοῦτον ἀνθέξειν καὶ τοιαύτην ζάλην καὶ τοσαῦτα κύματα πρὸς τὸ γενέσθαι τοῖς πᾶσι πάντα, ἵνα πάντας κερδήσῃ. καὶ γὰρ σεμνὸν εἶναι δεῖ τὸν τοιοῦτον καὶ ἄτυφον καὶ φοβερὸν καὶ προσηνῆ καὶ ἀρχοντι‐ κὸν καὶ κοινωνικὸν καὶ ἀδέκαστον καὶ θεραπευτικὸν καὶ ταπεινὸν καὶ ἀδούλωτον καὶ φαιδρὸν καὶ ἥμερον, ἵνα ταῦτα εὐκόλως δύναται μάχεσθαι. οὐκοῦν δεῖ τὸν ἐνεργέστατον καὶ ἐχέφρονα φεύγειν τὸ κολακεύειν καὶ κολακεύεσθαι, μήτε ἀλαζονικὸν εἶναι μήτε κόλακα, ἀλλ’ ἀμφοτέρων τῶν κακῶν τούτων κολάζειν τὴν ἀμετρίαν, καὶ ἐλεύθερον εἶναι μήτε εἰς αὐθάδειαν ἀποκλίνοντα μήτε εἰς δουλοπρέ‐ πειαν καταπίπτοντα. πρὸς μὲν γὰρ χρηστοὺς ταπεινὸν ὑπάρχειν δεῖ, πρὸς δὲ θρασεῖς ὑψηλόν. ἐπείπερ οἱ μὲν ἀρετὴν εἶναι τὴν ἐπιείκειαν ἡγοῦνται, οἱ δὲ ἀνδρείαν τὴν θρασύτητα, ἐκείνοις μὲν τὴν ταπεινο‐ φροσύνην προσφέρειν, τούτοις δὲ τὴν ἀνδρείαν σβεννύουσαν αὐτῶν τὴν ἀπὸ τῆς θρασύτητος δόξαν· ἵνα τοὺς μὲν ὠφελήσῃς, τῶν δὲ ταπεινώσῃς τὸ φρόνημα. καιρὸς γὰρ τῷ παντὶ πράγματι, φησὶ Σολομῶν· τουτέστι ταπεινότητος, ἐξουσίας, ἐλέγχου, παρακλήσεως, φειδοῦς, παρρησίας, χρηστότητος, ἀποτομίας καὶ ἁπαξαπλῶς παντὸς πράγματος· ὥστε ποτὲ μὲν τὸ τῆς ταπεινότητος δεικνύειν καὶ μιμεῖ‐ σθαι ἐν ταπεινώσει τὰ παιδία κατὰ τὴν κυριακὴν φωνήν, ποτὲ δὲ τῇ ἐξουσίᾳ κεχρῆσθαι, ἣν ἔδωκεν ὁ κύριος εἰς οἰκοδομὴν καὶ οὐκ εἰς καθαίρεσιν, ὅταν ἡ χρεία ἐπιζητῇ τὴν παρρησίαν· καὶ ἐν καιρῷ μὲν παρακλήσεως τὸ χρηστὸν ἐνδείκνυσθαι, ἐν καιρῷ δὲ ἀποτομίας τὸν ζῆλον ἐμφαίνειν καὶ ἐφ’ ἑκάστου τῶν ἄλλων ὁμοίως τὸν ἔγκριτον καὶ δίκαιον λογισμὸν ἀποφέρεσθαι. λογισμοὶ γὰρ δικαίων κρίματα. καὶ Ἰσίδωρος· τὸν ἄρχοντα δίκαιον εἶναι δεῖ καὶ φοβερόν, ἵν’ οἱ μὲν εὖ βιοῦντες θαρροῖεν, οἱ δ’ ἁμαρτάνοντες ὀκνοῖεν. θάτερον γὰρ θατέρου χωρὶς ἀναρχία μᾶλλόν ἐστιν ἢ ἀρχή. εἰ μὲν γὰρ πάντες ἦσαν εὐπειθεῖς καὶ φιλάρετοι, ἀγαθότητος ἔδει μόνης· εἰ δὲ φιλαμαρτήμονες, φόβου. ἐπειδὴ δὲ καὶ ἀγαθοί εἰσι καὶ κακοί, ἀμφότερα καταχειριστέον τῷ ἄρχοντι καὶ προϊσταμένῳ.
ι 464	Ἰωάννης, γραμματικός, Ἀλεξανδρεύς, ὁ ἐπικληθεὶς Φιλόπονος. τούτου συγγράμματα πάμπολλα, γραμματικά, φιλόσοφα, ἀριθμητικά, ῥητορικά, τῆς τε θείας γραφῆς καὶ κατὰ τῶν δεκαοκτὼ Προκλείων ἐπιχειρημάτων καὶ κατὰ Σεβήρου. πλὴν ὅτι παρὰ τῶν τῆς ἐκκλησίας διδασκάλων ὡς τριθεΐτης ἐκβάλλεται καὶ τοῦ καταλόγου τῶν ὀρθοδόξων ἀποδιώκεται.
ι 465	Ἰωάννης, Φιλαδελφεὺς Λυδός. οὗτος ἔγραψε Περὶ μηνῶν βιβλίον ἕν· καὶ Περὶ Διοσημειῶν ἕτερον· καὶ ἄλλων τινῶν ὑποθέσεων μαθη‐ ματικῶν. προσομιλεῖ δὲ ταῦτα Γαβριηλίῳ τινὶ ὑπάρχῳ.
ι 466	Ἰωάννης, ὁ ἐπονομαζόμενος Στοβεύς. Ἀνθολόγιον, περιέχον τὰς παρὰ πᾶσι πολλῶν δόξας ἐν βιβλίοις τέσσαρσιν, ἐνάρετα πάνυ καὶ γέμοντα πάσης παιδεύσεως. γράφει δὲ ταῦτα πρὸς Ἐπίμιον υἱὸν αὑτοῦ.
ι 467	Ἰωάννης ὁ Δαμασκηνός, ὁ ἐπικληθεὶς Μανσούρ, ἀνὴρ καὶ αὐτὸς ἐλλογιμώτατος, οὐδενὸς δεύτερος τῶν κατ’ αὐτὸν ἐν παιδείᾳ λαμψάν‐ των. συγγράμματα αὐτοῦ πάνυ πολλὰ καὶ μάλιστα φιλόσοφα· εἴς τε τὴν θείαν γραφὴν Παράλληλοι κατ’ ἐκλογήν, καὶ οἱ ᾀσματικοὶ κανό‐ νες, ἰαμβικοί τε καὶ καταλογάδην. συνήκμαζε δ’ αὐτῷ καὶ Κοσμᾶς ὁ ἐξ Ἱεροσολύμων, ἀνὴρ εὐφυέστατος καὶ πνέων μουσικὴν ὅλως τὴν ἐναρμόνιον. οἱ γοῦν ᾀσματικοὶ κανόνες Ἰωάννου τε καὶ Κοσμᾶ σύγ‐ κρισιν οὐκ ἐδέξαντο οὐδὲ δέξαιντο, μέχρις ἂν ὁ καθ’ ἡμᾶς βίος περαιωθήσεται.
ι 468	Ἰωάννης, ὁ τυραννήσας εἰς Ῥώμην ἐπὶ Θεοδοσίου, πρᾶος ἦν καὶ ξυνέσεως εὖ ἥκων καὶ ἀρετῆς μεταποιεῖσθαι ἐξεπιστάμενος. ὃς τὴν τυραννίδα μετρίως ἐξηγήσατο, οὐδὲ τοῖς διαβάλλουσι τὴν ἀκοὴν ὑπέσχεν οὐδὲ φόνον ἄδικον εἰργάσατο ἑκών γε εἶναι οὐδὲ χρημάτων ἀφαιρέσει ἐπέθετο.
